-0.08275251	0.053312827	0.040138423	-0.010430386	0.03268306	-0.100131914	-0.035952087	-0.04841865	0.061429605	-0.00524928	-0.103153914	0.07667469	0.06676415	-0.02216264	0.0074423268	-0.027771376
-0.17453347	0.06909009	0.034761872	-0.04503955	-0.03389552	-0.04520561	0.03481325	-0.1317148	0.109514885	-0.103731126	-0.13707553	0.20534788	0.092383064	0.048972256	0.044177376	-0.09640683
-0.26675233	0.16807653	0.011346487	-0.04878426	-0.08827215	-0.13987133	0.07320207	-0.13113011	0.2979239	-0.14648513	-0.2528163	0.21135567	0.1473439	0.16048193	0.1658379	-0.19408932
0.5638801	-0.46973965	-0.234653	0.41410682	0.21866862	-0.24109226	-0.37246978	0.34378538	-0.4472473	0.52651775	0.50361794	-0.5620649	-0.3919531	-0.32404554	-0.42305732	0.46707445
0.020863853	-0.039700717	0.02010756	0.06872671	-0.018907601	-0.15718266	-0.042018116	-0.012041566	0.055428673	0.045950092	0.02646543	-0.019735195	-0.015803423	-0.025858568	-0.009121555	-0.0019032003
-0.06260482	0.035817	0.065520294	-0.015403539	-0.10278497	-0.019211188	0.014215779	-0.092544965	0.047085445	-0.02337786	-0.05869576	0.050444752	0.04534284	0.0893816	0.088078946	-0.080850974
0.5683047	-0.46757013	-0.28821725	0.4385996	0.32508478	-0.31968293	-0.41307074	0.3761465	-0.47409773	0.45482653	0.4557157	-0.5602437	-0.38783422	-0.30896088	-0.40504816	0.42414552
-0.042321034	0.055782583	0.061015885	0.024415093	-0.07300123	-0.09928871	0.011822448	-0.043546014	0.08712943	-0.06636209	-0.06074578	0.04375251	0.00073847454	0.012135113	0.057352807	-0.039562568
0.41701224	-0.33520004	-0.26107195	0.35251743	0.25819618	-0.25903246	-0.30209798	0.30589417	-0.37919	0.38799855	0.37701428	-0.45775035	-0.28730926	-0.20575662	-0.31326804	0.3870083
-0.11557491	-0.01107011	0.046985872	0.055273626	-0.032457147	-0.048326556	-0.005952243	0.024901785	0.044264503	-0.040279068	-0.00926716	0.059073027	0.032723617	-0.01725146	-0.031576596	-0.0136711355
0.5681859	-0.485418	-0.2483063	0.3618245	0.25432682	-0.308264	-0.3901604	0.3381837	-0.45064345	0.49455953	0.4828888	-0.5480361	-0.42960903	-0.3842191	-0.3764082	0.44002447
-0.17954877	0.10788495	0.06196358	-0.08956151	0.00062557956	-0.07035992	0.056306027	-0.06398522	0.13875063	-0.11319009	-0.13216439	0.14475605	0.0960525	0.088319615	0.055866722	-0.10871587
0.31780058	-0.2800339	-0.07685552	0.1872439	0.11474675	-0.124018684	-0.1890084	0.12542702	-0.24322024	0.21703006	0.29610118	-0.3156713	-0.23374753	-0.17492144	-0.19348484	0.2894559
-0.46406755	0.32042754	0.13283914	-0.28277972	-0.21221343	0.027052518	0.25230366	-0.24276693	0.35942203	-0.39116964	-0.46109664	0.40929547	0.3466931	0.25026503	0.27412027	-0.3531103
-0.09592087	0.06842901	-0.026514135	0.034160417	-0.009131618	-0.007172475	-0.011409645	-0.06904532	0.05355566	-0.03427545	-0.09391935	0.06366964	0.039249342	0.020198045	0.014236146	-0.043618187
-0.03748031	-0.040610127	0.01840523	0.025107749	0.02381565	-0.098304994	0.037488688	0.03321368	-0.01845593	-0.03758666	-0.046660893	-0.017741168	0.020219471	0.05485043	-0.010895539	-0.029902317
-0.12347266	0.1046357	0.082585335	-0.064165734	-0.12336413	0.038842726	0.10028356	-0.064004734	0.04410545	-0.0744559	-0.1044666	0.039027806	0.044890318	0.11953447	0.01451871	-0.055903364
0.11449886	-0.04772409	-0.009976165	0.088843815	-0.03483735	-0.024205161	-0.10216879	-0.0127284145	-0.064688236	0.10111208	0.14243597	-0.12905519	-0.03752777	-0.024191193	-0.058634505	0.13055585
